"Latitude","CMT Primary","Segment","Site Name","Longitude","Region","Engagement","Country","City","Training","Site Code"
"56.3624991","No","Royal Canin","RDM","37.541111","Central Europe/CIS","Zero","Russia","Dmitrov","None","RDM"
"46.7020864","No","Royal Canin","Dissay","0.4319404","Western Europe","Zero","France","Dissay","None","RDI"
"-21.91590","No","Royal Canin","Descalvado","-47.62027","Latin America","Zero","Brazil","Descalvado","None","RDO"
"-8.06","Yes","Petcare","Recife","-34.53","Latin America","Partial: CMT 2","Brazil","Abreu e Lima","None","REC"
"56.837814","No","Royal Canin","Ekaterimburg","60.596842","Central Europe/CIS","Zero","Russia","Ekaterimburg","None","REK"
"56.94965","No","Royal Canin","Riga","24.10519","Central Europe/CIS","Zero","Latvia","Riga","None","RGA"
"47.7200879","No","Royal Canin","Elven","-2.5877734","Western Europe","Zero","France","Elven","None","REV"
"50.9158006","No","Royal Canin","Frechen","6.8213139","Western Europe","Zero","Germany","Frechen","None","RFR"
"47.4441835","Yes","Royal Canin","Regensdorf","8.4587015","Western Europe","Full","Switzerland","Regensdorf","2014-Submitted","RGE"
"57.7488329","No","Royal Canin","Royal Canin Sweden","11.99787","Western Europe","Zero","Sweden","TBD","None","RGT"
"50.4763838","No","Royal Canin","Gosselies","4.4723781","Western Europe","Zero","Belgium","Gosselies","None","RGO"
"43.458057","No","Royal Canin","Royal Canin Guelph","-80.120834","North America","Partial: Training 2","Canada","Guelph","2014-Submitted","RGU"
"43.458057","No","Petcare","Royal Canin Canada Guelph","-80.120834","North America","Zero","Canada","Guelph","None","RGU2"
"47.5754859","No","Royal Canin","Hericourt","6.7584771","Western Europe","Zero","France","Hericourt","None","RHR"
"17.38504","No","Royal Canin","Hyderabad","78.48667","META","Zero","India","Hyderabad","None","RHI"
"56.95","No","Multisales","Riga","24.1","Central Europe/CIS","Zero","Latvia","Riga","None","RIG"
"52.268056","No","Royal Canin","Irkustsk","104.388889","Central Europe/CIS","Zero","Russia","Irkustsk","None","RIR"
"39.9571092","No","Royal Canin","Beijing","116.3207695","Asia Pacific","Zero","China","Beijing","None","RIJ"
"-6.30681","No","Royal Canin","Kelurahan Bintaro Jakarta Selatan","106.79269","Asia Pacific","Zero","Indonesia","Kelurahan Bintaro Jakarta Selatan","None","RIK"
"41.00527","No","Royal Canin","Istanbul","28.97696","Central Europe/CIS","Zero","Turkey","Istanbul","None","RIS"
"-26.0343412","No","Royal Canin","Johannesburg","27.9534284","META","Zero","South Africa","Johannesburg","None","RJH"
"54.7077522","No","Royal Canin","Kaliningrad","20.5444024","Central Europe/CIS","Zero","Russia","Kaliningrad","None","RKA"
"50.434167","No","Royal Canin","Kiev","30.559167","Central Europe/CIS","Zero","Ukraine","Kiev","None","RKI"
"56.01275","No","Royal Canin","Krasnoyarsk","92.92236","Central Europe/CIS","Zero","Russia","Krasnoyarsk","None","RKB"
"-26.20410","No","Royal Canin","RJO","28.04731","META","Zero","South Africa","Johannesburg","None","RJO"
"50.9106844","No","Royal Canin","K?ln","6.9707157","Western Europe","Partial: Training 2","Germany","K?ln","2014-Submitted","RKO"
"45.0267444","No","Royal Canin","Krasnodar","39.0856268","Central Europe/CIS","Zero","Russia","Krasnodar","None","RKR"
"22.3347484","No","Royal Canin","Kowloon","114.1623743","Asia Pacific","Zero","Hong Kong","Kowloon","None","RKW"
"38.7628522","No","Royal Canin","Lisbon","-9.179561","Western Europe","Zero","Portugal","Lisbon","None","RLI"
"44.57713","No","Royal Canin","RLR","2.07142","Western Europe","Zero","France","Le Port","None","RLR"
"19.410636","No","Royal Canin","Mexico City","-99.130588","Latin America","Zero","Mexico","Mexico City","None","RMC"
"40.5134295","No","Royal Canin","Madrid","-3.4094629","Western Europe","Zero","Spain","Madrid","None","RMD"
"43.8705071","No","Royal Canin","Margueritte","4.4469542","Western Europe","Zero","France","Margueritte","None","RMA"
"46.88390","No","Royal Canin","Magny-Cours","3.15205","Western Europe","Zero","France","Magny-Cours","None","RMG"
"48.5625501","No","Royal Canin","Mennecy","2.4303021","Western Europe","Zero","France","Mennecy","None","RME"
"53.9677874","No","Royal Canin","Minsk","27.5765553","Central Europe/CIS","Zero","BELARUS","Minsk","None","RMN"
"14.5584164","No","Royal Canin","Makati","121.0224601","Asia Pacific","Zero","Philippines","Makati","None","RMK"
"-37.939215","No","Royal Canin","Melbourne","145.126625","Asia Pacific","Partial: Training 2","Austria","Melbourne","2014-Submitted","RML"
"43.51830","No","Royal Canin","Milton","-79.87740","North America","Zero","Canada","Milton","None","RMO"
"50.03592","Yes","Royal Canin","Niepolomice","20.1838023","Central Europe/CIS","Partial: CMT 1","Poland","Niepolomice","2014-NotSubmitted","RNI"
"49.07351","No","Royal Canin","Mezidon Canon","-0.06962","Western Europe","Zero","France","Mezidon Canon","None","RNM"
"-31.333808","No","Royal Canin","Mar de Plata","-64.191742","Latin America","Zero","Argentina","Mar de Plata","None","RMP"
"43.51830","No","Royal Canin","Milton","-79.87740","North America","Zero","Canada","Milton","None","RMT"
"56.329917","No","Royal Canin","Nizhni-Novgorod","44.009192","Central Europe/CIS","Zero","Russia","Nizhni-Novgorod","None","RNN"
"19.0593648","No","Royal Canin","Mumbai","72.8346616","META","Zero","India","Mumbai","None","RMU"
"52.211418","No","Royal Canin","Oltarzew","20.757875","Central Europe/CIS","Zero","Poland","Oltarzew","None","ROL"
"37.94854","No","Royal Canin","Rolla","-91.77153","North America","Zero","United States","Rolla","None","ROA"
"55.0392304","No","Royal Canin","Novosibirsk","82.9278181","Central Europe/CIS","Zero","Russia","Novosibirsk","None","RNO"
"34.69374","No","Royal Canin","Osaka","135.50217","Asia Pacific","Zero","Japan","Osaka","None","ROS"
"51.81942","No","Royal Canin","Aleksandr?w L?dzki","19.30382","Central Europe/CIS","Zero","Poland","Aleksandr?w L?dzki","None","RPA"
"53.23764","No","Royal Canin","Kadzidlo","21.46648","Central Europe/CIS","Zero","Poland","Kadzidlo","None","RPK"
"50.0905579","No","Royal Canin","Praha","14.4480055","Central Europe/CIS","Zero","Czech Republic","Praha","None","RPR"
"43.432922","No","Royal Canin","Puslinch","-80.097349","North America","Zero","Canada","Puslinch","None","RPU"
"52.17047","No","Royal Canin","Pruszkow","20.81189","Central Europe/CIS","Zero","Poland","Pruszkow","None","RPP"
"52.40637","No","Royal Canin","Poznan","16.92517","Central Europe/CIS","Zero","Poland","Poznan","None","RPD"
"58.01389","No","Royal Canin","Perm","56.24889","Central Europe/CIS","Zero","Russia","Perm","None","RPE"
"56.460584","No","Royal Canin","Randers","10.036539","Western Europe","Zero","Denmark","Randers","None","RRA"
"-29.8227639","No","Royal Canin","Pinetown","30.8193491","META","Zero","South Africa","Pinetown","None","RPI"
"23.1475383","No","Royal Canin","Guangzhou","113.2470911","Asia Pacific","Zero","China","Guangzhou","None","RQU"
"49.4951246","No","Royal Canin","Souhesmes Rampont","4.3650297","Western Europe","Zero","France","Souhesmes Rampont","None","RRE"
"53.20216","No","Royal Canin","Samara","50.1596184","Central Europe/CIS","Zero","Russia","Samara","None","RSA"
"50.1827376","No","Royal Canin","Raillencourt","3.1952062","Western Europe","Zero","France","Raillencourt","None","RRI"
"-33.5337737","No","Royal Canin","Santiago","-70.6929593","Latin America","Zero","Chile","Santiago","None","RSI"
"47.249227","No","Royal Canin","RPO","39.7553806","Central Europe/CIS","Zero","Russia","Rostov","None","RRO"
"37.5135702","No","Royal Canin","Seoul","127.0534508","Asia Pacific","Zero","North Korea","Seoul","None","RSE"
"-22.00872","No","Royal Canin","Sao Carlos","-47.89091","Latin America","Zero","Brazil","Sao Carlos","None","RSB"
"38.8275837","No","Royal Canin","Royal Canin US Head Office","-90.5232692","North America","Partial: Training 2","United States","Saint Charles","2014-Submitted","RSC"
"18.4294461","No","Royal Canin","San Juan","-66.0602385","Latin America","Zero","Puerto Rico","San Juan","None","RSJ"
"31.1053239","No","Royal Canin","RSH","121.3665277","Asia Pacific","Zero","China","Shanghai","None","RSH"
"3.139821","No","Royal Canin","Seri Kembagan","101.663815","Asia Pacific","Zero","Malaysia","Seri Kembagan","None","RSK"
"53.5927741","No","Royal Canin","Stade","9.4231366","Western Europe","Zero","Germany","Stade","None","RST"
"55.8049252","No","Royal Canin","Srogino","37.3906897","Central Europe/CIS","Zero","Russia","Srogino","None","RSR"
"59.9386111","No","Royal Canin","Saint Petersburg","30.2563889","Central Europe/CIS","Zero","Russia","Saint Petersburg","None","RSP"
"59.43696","No","Royal Canin","Tallinn","24.75357","Central Europe/CIS","Zero","Estonia","Tallinn","None","RTL"
"48.207764","Yes","Royal Canin","Vienna","16.216273","Western Europe","Partial: CMT 1","Austria","Vienna","2014-NotSubmitted","RVI"
"59.7963495","Yes","Wrigley","St. Petersburg","30.3249474","Central Europe/CIS","Partial: CMT 2","Russia","St. Petersburg","None","RUS"
"37.9401614","No","Royal Canin","Athens","23.6951509","Western Europe","Partial: Training 2","Greece","Athens","2014-Submitted","RTH"
"35.6768584","No","Royal Canin","Tokyo","139.7829911","Asia Pacific","Zero","Japan","Tokyo","None","RTO"
"25.029415","No","Royal Canin","Taipei","121.478863","Asia Pacific","Zero","Taiwan","Taipei","None","RTA"
"51.6600188","No","Royal Canin","Voronezh","39.1974105","Central Europe/CIS","Zero","Russia","Voronezh","None","RVO"
"57.6301004","No","Royal Canin","Yaroslav","39.8656311","Central Europe/CIS","Zero","Russia","Yaroslav","None","RYA"
"54.68716","No","Royal Canin","Vilnius","25.27965","Central Europe/CIS","Zero","Lithuania","Vilnius","None","RVN"
"-34.5691109","No","Royal Canin","RVP","-58.4574776","Latin America","Zero","Argentina","Virrey Del Pino","None","RVP"
"43.62126","No","Royal Canin","Saint Cannat","5.29792","Western Europe","Zero","France","Saint Cannat","None","SAI"
"45.5044853","No","Royal Canin","Salon La Tour","1.5394513","Western Europe","Zero","France","Salon La Tour","None","SAL"
"53.2","No","Chocolate","Samara","50.15","Central Europe/CIS","Partial: Training 1","RUSSIA","Samara","2015","SAM"
"35.348847","No","Royal Canin","RYO","139.650311","Asia Pacific","Zero","Japan","Yokohama","None","RYO"
"18.4166667","No","Chocolate","Dominican Republic","-69.6333333","Latin America","Zero","Dominican Republic","Santo Domingo","None","SAN"
"34.177832","No","Petcare","San Bernardino","-117.346516","North America","Zero","United States","San Bernardino","None","SBE"
"25.6833333","No","Wrigley","Galaxia","-100.4666667","Latin America","Zero","Mexico","Galaxia","None","SCA"
"-37.898567","No","Wrigley","Scoresby","145.230362","Asia Pacific","Zero","Australia","Scoresby","None","SCO"
"22.12","Yes","Petcare","Hong Kong","114.25","Asia Pacific","Partial: CMT 2","China","Kowloon","None","SEA"
"37.38810","No","Royal Canin","Sevilla","-5.98233","Western Europe","Zero","Spain","Sevilla","None","SEV"
"31.23042","No","Chocolate","SHA","121.47370","Asia Pacific","Zero","China","Shanghai","None","SHA"
"37.5","Yes","Petcare","Seoul","127.0","Asia Pacific","Partial: CMT 2","North Korea","Seoul","None","SEO"
"31.2222222","No","Chocolate","Shanghai Branch Office","121.4580556","Asia Pacific","Zero","China","Shanghai","None","SHG2"
"31.2222222","No","Chocolate","Shanghai","121.4580556","Asia Pacific","Zero","China","Shanghai","None","SHG"
"-33.45","Yes","Petcare","Santiago","-70.6666667","Latin America","Partial: CMT 2","Chile","Las Condes","None","SGO"
"41.7922222","No","Chocolate","Shen Yang","123.4327778","Asia Pacific","Partial: Training 2","China","Shen Yang","2014-Submitted","SHY"
"55.01667","No","Other","Novosibirsk","82.93333","Central Europe/CIS","Zero","Russia","Novosibirsk","None","SIB"
"51.6666667","Yes","Chocolate","Slough","-0.8333333","Western Europe","Full","United Kingdom","Slough","2014-Submitted","SLO"
"42.66666667","Yes","Food","Sofia","23.33333337","Central Europe/CIS","Partial: CMT 2","Bulgaria","Sofia","None","SOF"
"31.23042","No","Wrigley","Wrigley Shanghai","121.47370","Asia Pacific","Zero","China","Shanghai","None","SON"
"59.93","No","Chocolate","St. Petersburg","30.3","Central Europe/CIS","Zero","RUSSIA","St. Petersburg","None","SPB"
"-23.53","No","Petcare","Sao Paulo Latin America Petcare ","-46.63","Latin America","Zero","Brazil","Sao Paulo","None","SPP"
"52.227405","Yes","Petcare","Sochaczew","20.328183","Central Europe/CIS","Partial: CMT 2","Poland","Sochaczew","None","SOC"
"-23.55052","No","Chocolate","Sao Paulo","-46.63331","Latin America","Zero","Brazil","Sao Paulo","None","SPO"
"48.8166667","No","Other","Strasbourg","7.7833333","Western Europe","Zero","France","Haguenau","None","SXB"
"47.883772638841215","No","Chocolate","CEIPA Saint-Denis-de-l'Hotel","2.1110916137695223","Western Europe","Zero","France","Saint-Denis-de-l'Hotel","None","STD2"
"35.657272","No","Food","Seeds of Change Rancho Dominguez, CA","-105.99981","North America","Zero","United States","Rancho Dominguez","None","STF"
"24.182496","No","Petcare","Taichung","120.617993","Asia Pacific","Zero","Taiwan","Taichung 407","None","TAC"
"47.8666667","Yes","Petcare","St. Denis","2.1166667","Western Europe","Full","France","Saint Denis-de-l'Hotel","2014-Submitted","STD"
"56.1333333","No","Food","Mars Sweden","13.4166667","Western Europe","Zero","Sweden","K?penhamn","None","STK"
"-33.781091","No","Petcare","Sydney","151.128423","Asia Pacific","Zero","Australia","North Ryde","None","SYD"
"54.9166667","Yes","Chocolate","Stupino","38.1","Central Europe/CIS","Partial: CMT 2","Russia","Stupino","None","STU"
"59.426837","Yes","Petcare","Tallinn","24.700785","Central Europe/CIS","Partial: CMT 2","Estonia","Tallinn","None","TAL"
"24.93","Yes","Petcare","Taipei","121.32","Asia Pacific","Partial: CMT 2","Taiwan","Taipei","None","TAI"
"-23.53","No","Wrigley","New Taipei City","-46.63","Asia Pacific","Zero","Taiwan","New Taipei City","None","TAP"
"35.057457","Yes","Wrigley","Chattanooga","-85.196585","North America","Full","United States","Chattanooga","2014-Submitted","TNN"
"35.80201","No","Petcare","Thompson Station, TN","-86.91139","North America","Zero","United States","Thompson Station, TN","None","TNT"
"13.75","Yes","Petcare","Bangkok","100.5","Asia Pacific","Partial: CMT 2","Thailand","Bangkok","None","THA"
"53.66","No","Petcare","Birstall","-1.28","Western Europe","Zero","United Kingdom","Birstall, Batley","None","THO"
"35.68949","No","Petcare","Tokyo","139.69171","Asia Pacific","Zero","Japan","Tokyo","None","TOJ"
"19.2883333","No","Petcare","Toluca","-99.6672222","Latin America","Zero","Mexico","Toluca","None","TOL"
"39.05582","No","Chocolate","TOP","-95.68902","North America","Zero","United States","Topeka","None","TOP"
"35.6894875","Yes","Petcare","Tokyo","139.6917064","Asia Pacific","Full","Japan","Tokyo","2014-Submitted","TOK"
"20.65954","No","Petcare","Jalisco","-103.34944","Latin America","Zero","Mexico","Jalisco","None","TPQ"
"54.75000","No","Royal Canin","Ufa","55.96667","Central Europe/CIS","Zero","Russia","Ufa","None","UFA"
"31.138558","No","Petcare","Temple","-97.35569","North America","Zero","United States","Temple","None","TXT"
"-5.133333","Yes","Chocolate","Makassar","119.416667","Asia Pacific","Full","Indonesia","Daya","2014-Submitted","UJU"
"52.908713","Yes","Petcare","Verden","9.256401","Western Europe","Partial: CMT 2","Germany","Verden/Aller","None","VDN"
"-27.603292","Yes","Petcare","Wacol","152.931664","Asia Pacific","Partial: CMT 2","Australia","Wacol","None","UBW"
"51.6166667","Yes","Chocolate","Veghel","5.55","Western Europe","Partial: CMT 2","Netherlands","Veghel","None","VEG"
"19.17377","No","Petcare","Veracruz","-96.13422","Latin America","Zero","Mexico","Veracruz","None","VER"
"36.185135","No","Petcare","Victorville","-86.270378","North America","Zero","United States","Victorville","None","VIC"
"54.6853096","Yes","Multisales","Vilnius","25.2585004","Central Europe/CIS","Partial: CMT 2","Lithuania","Vilnius","None","VIL"
"19.43261","No","Petcare","Mexico D.F","-99.13321","Latin America","Zero","Mexico","Mexico D.F","None","VJO"
"43.1333333","No","Petcare","Vladivostok","131.9","Central Europe/CIS","Zero","RUSSIA","Vladivostok","None","VLD"
"31.95658","No","Wrigley","Amman","35.94570","META","Zero","Jordan","Amman","None","WAJ"
"37.97918","No","Wrigley","Halandri-Athens","23.716647","Western Europe","Zero","Greece","Halandri-Athens","None","WAT"
"51.25","Yes","Chocolate","Viersen","6.3833333","Western Europe","Partial: CMT 2","Germany","Viersen","None","VSN"
"23.12916","No","Wrigley","Guangzhou","113.26444","Asia Pacific","Zero","China","Guangzhou","None","WAG"
"31.56895","No","Chocolate","Waco","-97.18319","North America","Partial: Training 2","United States","Waco","2014-Submitted","WAC"
"22.2886474","No","Wrigley","Hong Kong","114.1428513","Asia Pacific","Zero","Hong Kong","Hong Kong","None","WAR"
"53.515744","No","Petcare","Waltham","-0.102956","Western Europe","Zero","United Kingdom","Waltham on the Wolds","None","WAL"
"-36.8984627","No","Wrigley","Auckland","174.8350196","Asia Pacific","Zero","New Zealand","Auckland","None","WAU"
"52.241328","Yes","Petcare","Warsaw","20.70851","Central Europe/CIS","Partial: CMT 2","Poland","Warsaw","None","WAW"
"41.3977938","Yes","Wrigley","Barcelona/Wrigley Spain","2.1360999","Western Europe","Full","Spain","Barcelona","2014-Submitted","WBA"
"44.484075850065864","No","Wrigley","Romania CMT","26.07210159301757","Western Europe","Zero","Romania","Bucharest","None","WBC"
"42.8682821","No","Wrigley","Bishkek","74.6048498","Central Europe/CIS","Zero","KYRGYZSTAN","Bishkek","None","WBI"
"13.7228882","Yes","Wrigley","Bangkok/Wrigley Thailand","100.5313752","Asia Pacific","Partial: CMT 2","Thailand","Bangkok","None","WBK"
"12.934707","No","Wrigley","Bangalore","77.6115257","META","Zero","India","Bangalore","None","WBG"
"43.2758","No","Wrigley","Almaty","76.9292","Central Europe/CIS","Zero","KAZAKHSTAN","Almaty","None","WCA"
"41.387917","No","Wrigley","Barcelona","2.1699187","Western Europe","Zero","Spain","Barcelona","None","WCB"
"22.54310","No","Wrigley","Shenzhen Office","114.05787","Asia Pacific","Zero","China","Shenzhen","None","WCD2"
"47.4984056","Yes","Wrigley","Budapest/Wrigley Hungary","19.0407578","Central Europe/CIS","Partial: CMT 2","Hungary","Budapest","None","WBU"
"30.7105892","No","Wrigley","Chengdu","104.0886676","Asia Pacific","Zero","China","Chengdu","None","WCD"
"39.90403","No","Wrigley","Beijing","116.40753","Asia Pacific","Zero","China","Beijing","None","WCN"
"22.2815152","No","Wrigley","DONGCHENG","112.8466285","Asia Pacific","Zero","China","DONGCHENG","None","WDO"
"39.9976","No","Drinks","West Chester","-75.5785","North America","Zero","United States","West Chester","None","WCR"
"30.57227","No","Wrigley","Chengdu","104.06654","Asia Pacific","Zero","China","Chengdu","None","WCW"
"50.11087","No","Wrigley","Prague 9-Vysocany","14.50215","Central Europe/CIS","Zero","Czech Republic","Prague 9-Vysocany","None","WCZ"
"31.23042","No","Wrigley","Shanghai","121.47370","Asia Pacific","Zero","China","Shanghai","None","WCE"
"23.1270407","Yes","Wrigley","Guangzhou/Wrigley China","113.341527","Asia Pacific","Partial: CMT 2","China","Guangzhou","None","WCG"
"41.8964988","Yes","Wrigley","Chicago/Wrigley North America","-87.6436218","North America","Full","United States","Chicago","2014-Submitted","WCH"
"53.344104","No","Wrigley","Dublin","-6.2674937","Western Europe","Zero","Ireland","Dublin","None","WDB"
"23.1270407","No","Wrigley","Guangzhou","113.341527","Asia Pacific","Zero","China","Guangzhou","None","WDP"
"51.5","No","Petcare","Sunbury on Thames","-0.3666667","Western Europe","Zero","United Kingdom","Sunbury on Thames","None","WDR"
"25.047664","No","Wrigley","Dubai/Wrigley Middle East & Africa","55.181741","META","Partial: Training 2","United Arab Emirates","Dubai","2014-Submitted","WDU"
"42.6758249","No","Wrigley","Bulgaria CMT","23.3550995","Central Europe/CIS","Zero","Bulgaria","Sofia","None","WEB"
"22.279242","Yes","Wrigley","Hong Kong","114.161548","Asia Pacific","Partial: CMT 2","Hong Kong","Hong Kong","None","WHK"
"-6.20876","Yes","Wrigley","Jakarta/Wrigley Indonesia","106.84560","Asia Pacific","Partial: CMT 2","Indonesia","Jakarta","None","WJA"
"19.07598","No","Wrigley","Mumbai","72.87766","Asia Pacific","Zero","India","Mumbai","None","WIM"
"22.57265","No","Wrigley","Kolkata","88.36389","Asia Pacific","Zero","India","Kolkata","None","WIK"
"-39.943255","Yes","Petcare","Wanganui","174.990460","Asia Pacific","Partial: CMT 2","New Zealand","Wanganui","None","WGI"
"28.45950","Yes","Wrigley","Gurgaon/Wrigley India","77.02664","Asia Pacific","Partial: CMT 2","India","Gurgaon","None","WIG"
"43.987195","No","Petcare","Tomah","-90.482197","North America","Zero","United States","Tomah","None","WIT"
"46.1025085","No","Wrigley","Ljubljana","14.5296715","Central Europe/CIS","Zero","Slovenia","Ljubljana","None","WLJ"
"-26.1978742","Yes","Wrigley","Johannesburg/Wrigley South Africa","28.034473","META","Partial: CMT 2","South Africa","Johannesburg","None","WJO"
"57.1004296","No","Wrigley","Minsk","93.3372194","Central Europe/CIS","Zero","Belarus","Minsk","None","WMI"
"47.02686","No","Wrigley","Kishinev","28.84155","Central Europe/CIS","Zero","Russia","Kishinev","None","WMD"
"45.03333","No","Wrigley","Krasnodar","38.96667","Central Europe/CIS","Zero","Russia","Krasnodar","None","WKR"
"50.6","No","Wrigley","Kyiv/Wrigley Ukraine & BMCC","30.5","Central Europe/CIS","Zero","Ukraine","Kyiv","None","WKI"
"19.4968732","No","Wrigley","Edo. de Mexico","-99.7232673","Latin America","Zero","Mexico","Edo. de Mexico","None","WMX"
"25.705057","No","Wrigley","Coral Gables","-80.271378","North America","Zero","United States","Coral Gables","None","WMM"
"55.7991234","Yes","Wrigley","Moscow/Wrigley Russia & CIS","37.4826291","Central Europe/CIS","Partial: CMT 2","Russia","Moscow","None","WMO"
"28.5634581","No","Wrigley","New Delhi","77.2886424","META","Zero","India","New Delhi","None","WND"
"56.329917","No","Wrigley","Nizhniy Novgorod","44.009192","Central Europe/CIS","Zero","Russia","Nizhniy Novgorod","None","WNI"
"59.9138204","No","Wrigley","Oslo","10.7387413","Western Europe","Zero","Norway","Oslo","None","WOS"
"48.8943115","No","Wrigley","Colombes/Wrigley France","2.288319","Western Europe","Zero","France","Colombes","None","WPA"
"-36.1166667","Yes","Petcare","Wodonga","146.8833333","Asia Pacific","Partial: CMT 2","Australia","Wodonga","None","WOD"
"52.8010","No","Petcare","Leicestershire","-0.8079","Western Europe","Zero","United Kingdom","Leicestershire","None","WPN"
"55.01667","No","Wrigley","Novosibirsk","82.93333","Central Europe/CIS","Zero","Russia","Novosibirsk","None","WNO"
"40.853465","No","Wrigley","Parsipanny","-74.348898","North America","Zero","UNITED STATES","Parsipanny","None","WPY"
"8.99427","Yes","Wrigley","Panama City/Wrigley Latin America","-79.51879","Latin America","Partial: CMT 2","Panama","Panama City","None","WPC"
"52.40637","Yes","Wrigley","Wrigley Poland","16.92517","Central Europe/CIS","Partial: CMT 2","POLAND","Poznan","None","WPO"
"18.4155751","No","Wrigley","San Juan","-65.8419035","Latin America","Zero","PUERTO RICO","San Juan","None","WPR"
"56.94965","No","Wrigley","Riga","24.10519","Central Europe/CIS","Zero","Latvia","Riga","None","WRI"
"47.2349322","No","Wrigley","Rostov-on-Don","39.7060884","Central Europe/CIS","Zero","RUSSIA","Rostov-on-Don","None","WRD"
"31.046051","Yes","Wrigley","Raanana/Wrigley Israel","34.851612","META","Partial: CMT 2","ISRAEL","Raanana","None","WRA"
"43.16667","No","Wrigley","Vladivostok","131.93333","META","Zero","Russia","Vladivostok","None","WRU"
"41.594511","No","Wrigley","Aprilia","12.6489202","Western Europe","Zero","ITALY","Aprilia","None","WRO"
"41.677359","No","Wrigley","Romeoville","-88.042395","North America","Zero","UNITED STATES","Romeoville","None","WRV"
"51.436747","No","Wrigley","Reading, Berks","-1.078172","Western Europe","Zero","UNITED KINGDOM","Reading, Berks","None","WRE"
"-33.4253598","No","Wrigley","Santiago","-70.5664659","Latin America","Zero","CHILE","Santiago","None","WSA"
"47.800499","Yes","Wrigley","Bergheim bei Salzburg/Wrigley Austria","13.04441","Central Europe/CIS","Partial: CMT 2","AUSTRIA","Bergheim bei Salzburg","None","WSB"
"31.2263657","No","Wrigley","Shanghai","121.4823055","Asia Pacific","Zero","CHINA","Shanghai","None","WSH"
"41.548593","No","Wrigley","Sabadell","2.1074396","Western Europe","Zero","SPAIN","Sabadell","None","WSD"
"48.6777915","No","Wrigley","Senica","17.3551005","Central Europe/CIS","Zero","SLOVAKIA","Senica","None","WSC"
"59.9386111","No","Wrigley","Saint Petersburg","30.2563889","Central Europe/CIS","Zero","RUSSIA","Saint Petersburg","None","WSP"
"38.3154237","No","Wrigley","San Ramon","-122.4916042","North America","Zero","UNITED STATES","San Ramon","None","WSR"
"3.139003","Yes","Wrigley","Shah Alam/Wrigley Malaysia","101.686855","Asia Pacific","Partial: CMT 2","MALAYSIA","Shah Alam","None","WSE"
"41.87811","No","Wrigley","Chicago","-87.62980","North America","Zero","UNITED STATES","Chicago","None","WSU"
"41.99735","No","Wrigley","Skopje","21.42800","Central Europe/CIS","Zero","Macedonia","Skopje","None","WSK"
"59.4436804","Yes","Wrigley","T?by/Wrigley Nordics","18.0688858","Western Europe","Full","SWEDEN","T?by","2014-Submitted","WTA"
"41.709981","No","Wrigley","Tbilisi","44.792998","Central Europe/CIS","Zero","GEORGIA","Tbilisi","None","WTB"
"14.5212043","Yes","Wrigley","Taguig/Wrigley Philippines","121.0621749","Asia Pacific","Partial: CMT 2","PHILIPPINES","Taguig","None","WTG"
"59.43696","No","Wrigley","Tallinn","24.75357","Central Europe/CIS","Zero","ESTONIA","Tallinn","None","WTL"
"41.3193","No","Wrigley","Tashkent","69.2481","Central Europe/CIS","Zero","UZBEKISTAN","Tashkent","None","WTS"
"41.33165","No","Wrigley","Tirana","19.83180","Central Europe/CIS","Zero","Albania","Tirana","None","WTI"
"10.82310","Yes","Wrigley","Ho Chi Minh City/Wrigley Vietnam","106.62966","Asia Pacific","Partial: CMT 2","VIETNAM","Ho Chi Minh City","None","WVT"
"48.0655975","Yes","Wrigley","Unterhaching","11.6093355","Western Europe","Full","GERMANY","Unterhaching","2014-Submitted","WUN"
"24.8438889","Yes","Wrigley","Taipei/Wrigley Taiwan","121.5552778","Asia Pacific","Partial: CMT 2","TAIWAN","Taipei","None","WTW"
"30.5833333","No","Chocolate","Wuhan","114.2666667","Asia Pacific","Zero","China","Wuhan","None","WUH"
"54.7270465","No","Wrigley","Vilnius/Wrigley Baltic","25.2454964","Central Europe/CIS","Zero","LITHUANIA","Vilnius","None","WVI"
"56.837814","No","Wrigley","Ufa","60.596842","Central Europe/CIS","Zero","RUSSIA","Ufa","None","WUF"
"37.24109","No","Royal Canin","YON","127.17755","Asia Pacific","Zero","North Korea","Yongin","None","YON"
"47.4560484","Yes","Wrigley","Baden-Daettwil/Wrigley Switzerland","8.2870428","Central Europe/CIS","Partial: CMT 2","SWITZERLAND","Baden-Daettwil","None","WZU"
"41.685077","Yes","Wrigley","Wrigley Yorkville","-88.446573","North America","Full","United States","Yorkville","2014-Submitted","YRV"
"41.889951","No","Wrigley","Chicago","-87.6242347","North America","Zero","UNITED STATES","Chicago","None","WWY"
"44.8047556","No","Wrigley","Belgrade","20.478101","Central Europe/CIS","Zero","SERBIA","Belgrade","None","WWB"
"45.8165339","No","Wrigley","Zagreb","15.9416664","Central Europe/CIS","Zero","CROATIA","Zagreb","None","WZA"
"40.43495","No","Wrigley","Baku","49.86762","Central Europe/CIS","Zero","Azerbaijan","Baku","None","ZBK"
"45.7833318","Yes","Food","Zagreb","15.9592245","Central Europe/CIS","Partial: CMT 2","Croatia","Zagreb","None","ZAG"
"42.5896019","No","Wrigley","Kenosha","-87.9400879","North America","Zero","United States","Kenosha","None","ZEN"
"23.129163","No","Wrigley","Yonghe","113.264435","Asia Pacific","Zero","China","Guangzhou","None","YNG"
